title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
永远的托词 永い言い訳,2016.0,西川美和,西川美和,本木雅弘/竹原皮斯托/藤田健心/白鸟玉季/堀内敬子/池松壮亮/黑木华/山田真步/深津绘里/松冈依都美/岩井秀人/康巢恩/户次重幸/渊上泰史/布吉吉/小林胜也,剧情/家庭,衣笠幸夫（本木雅弘 饰）是一位小有名气的作家，和妻子夏子（深津绘里 饰）结婚多年，感情早已经由最初的炙热走向了平淡。尽管夏子一直以自己的温柔和坦诚包容着幸夫，但幸夫不仅不为所动，甚至以冷漠和粗暴回应，只因为幸夫的心里已经有了另外一个女人福永（黑木华 饰）。,124分钟,2016-09-09(多伦多电影节)/2016-10-14(日本)," 日本"," 日语",6277.0,7.6,15.1%,52.7%,29.5%,2.4%,0.4%,2144,46.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2362603905.jpg
冰辙 氷の轍,2016.0,泷本智行,青木研次,柴崎幸/泽村一树/岛田久作/品川彻/根岸季衣/上田耕一/绿魔子/内田慈/岸部一德/盐见三省/余贵美子/宫本信子,剧情/犯罪,大门真由（柴崎幸 饰）出生在刑警世家之中，她的父亲史郞（盐见三省 饰）曾经亦是叱咤警界的风云人物。片桐周平（泽村一树 饰）是真由的搭档，亦是史郞曾经的弟子，两人性格互补，合作无间。,105分钟,2016-11-05(日本)," 日本"," 日语",1947.0,7.1,9.9%,41.9%,44.1%,3.6%,0.5%,562,9.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2399744723.jpg
信长协奏曲 电影版 信長協奏曲,2016.0,松山博昭,西田征史/石井步,小栗旬/柴崎幸/向井理/山田孝之/藤谷太辅/水原希子/滨田岳/古田新太/高岛政宏/藤木直人/夏帆/新井浩文/森下能幸/西田敏行/阿部进之介/坂田雅信,喜剧/古装,懵懵懂懂的21世纪日本高中生三郎（小栗旬 饰），在意外穿越了时空后，居然来到了风起云涌的战国时代。不知为何和他长得一模一样的织田信长与之交换了身份，从此三郎便以一代霸主的尊荣行走战国。历经无数磨难，他逐渐取得家臣的信任和爱戴，而斋藤道三的女儿归蝶（柴崎幸 饰）似乎也对他用情更深。然而在得知自己死期临近之际，三郎内心倍受打击，历史看似无法逆转。与此同时，羽柴秀吉（山田孝之 饰）和真正的织田信长——明智光秀（小栗旬 饰）合谋，正准备断送第六天魔王的霸业。所谓的本能寺之变一天天临近，三郎的命运以及战国的命运到了最终决断的时刻……,126分钟,2016-01-23(日本)," 日本"," 日语",7415.0,6.9,12.2%,31.8%,46.7%,7.9%,1.4%,2008,23.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276314726.jpg
威士忌、探戈、狐步舞 Whiskey Tango Foxtrot,2016.0,格伦·费卡拉/约翰·里夸,罗伯特·卡洛克/金·巴克,蒂娜·菲/玛格特·罗比/马丁·弗瑞曼/克里斯托弗·阿波特/比利·鲍伯·松顿/阿尔弗雷德·莫里纳/希拉·凡德/尼可拉斯·博朗/斯蒂芬·皮科克/伊万·乔尼凯特/斯科特·武田/乔西·查尔斯/切莉·琼斯/斯特林·K·布朗/迪兰·科宁,喜剧/战争,该片改编自曾前往阿富汗的前《芝加哥论坛报》记者Kim Barker(蒂娜·菲饰)的自传《混乱塔利班》，潮爷饰演一名与Barker共享战地时光的摄影记者。,112分钟,2016-03-04(美国)," 美国"," 英语",3632.0,6.9,9.1%,34.1%,48.4%,7.1%,1.3%,969,16.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2297885204.jpg
孤楼求生 Trapped,2016.0,维卡拉马迪亚·莫特文,Amit Joshi/Hardik Mehta,拉吉·库玛/Geetanjali Thapa/Khushboo Upadhyay,惊悚,A man gets stuck in an empty high rise without food， water or electricity.,105分钟,2016-10-26(孟买电影节)/2017-03-17(印度)," 印度"," 印地语",1137.0,6.6,6.4%,30.0%,53.8%,7.8%,1.9%,298,3.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2441156558.jpg
猫王与尼克松 Elvis & Nixon,2016.0,丽萨·约翰逊,乔伊·萨加尔/哈娜拉·萨加尔/加利·艾尔维斯,迈克尔·珊农/凯文·史派西/亚历克斯·帕蒂弗/约翰尼·诺克斯维尔/科林·汉克斯/埃文·彼得斯/艾什莉·本森/斯凯·费雷拉/泰特·多诺万/迪伦·潘/崔西·莱茨/阿娜·欧蕾利/乔伊·萨加尔,喜剧/历史,电影《猫王与尼克松》再现讲述了乐坛传奇巨星“猫王”艾尔维斯·普雷斯利与美国总统尼克松在1970年12月21日的一场传奇会面幕后的趣事。据说猫王当时买了一把柯尔特45式手枪作为礼物献给尼克松总统，还并请求总统让他成为一名“反毒品战争”的联邦卧底特工。,86分钟,2016-04-18(翠贝卡电影节)/2016-04-22(美国)," 美国"," 英语",2666.0,6.5,5.9%,26.4%,57.4%,9.3%,1.1%,712,10.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2321951614.jpg
名侦探洪吉童：消失的村庄 탐정 홍길동: 사라진 마을,2016.0,赵圣熙,赵圣熙,李帝勋/高雅拉/朴根滢/金成钧/郑承华/金河娜/卢正义,剧情/动作,洪吉童（李帝勋饰）是一个没有恐惧、没有同情心、没有记忆、没有朋友的私家侦探，委托事件解决成功率高达99%，要找的人一般不超过一天就能找到，然而他唯一捉拿不到的就是杀死自己母亲的凶手金炳德（朴根滢饰）。案件终于有了一丝线索时却发现金炳德已被绑架，洪吉童在追踪其下落时陷入了一个巨大黑暗组织当中，并发现了神秘组织光恩会的真相，与此同时神秘人姜成日（金成均饰）也一直在监视着洪吉童的动向……,126分钟,2016-05-04(韩国)," 韩国"," 韩语",3772.0,6.1,5.8%,19.9%,51.9%,18.1%,4.3%,988,11.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2355321025.jpg
地狱：亡灵栖所 Gehenna: Where Death Lives,2016.0,片桐裕司,片桐裕司,道格·琼斯/兰斯·亨利克森/帕特里克·戈曼/西蒙·飞利普斯/肖恩·斯普罗林/伊娃·斯万/大立雅史/丹尼尔·乔/贾斯汀·戈登,惊悚/恐怖,五位员工前往塞班为公司寻找度假村地点，在岛上探索的过程中他们无意间发现一处日本二战时期的地堡。然而好奇害死猫，进入地堡后诡异恐怖的事情却接连不断地发生..,105分钟,2016-10-31(美国)," 美国 / 日本"," 英语",3390.0,5.9,4.9%,18.6%,50.0%,20.9%,5.6%,968,17.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2353710010.jpg
疯狂特警队 Raid dingue,2016.0,丹尼·伯恩,丹尼·伯恩/莎拉·卡明斯基,丹尼·伯恩/爱丽丝·波尔/米歇尔·布朗/伊万·阿达勒/萨宾·阿泽玛/帕特里克·米勒/弗朗西斯·利范德/安·玛丽文/弗洛亨特·皮耶/阿兰·杜泰/于尔班·康塞利埃/弗朗索瓦·温琴泰利,喜剧/动作,特警队教官欧仁近来诸事不顺，而偏偏警队又突然空降了一个培训生乔汉娜，这个一心想成为法国特警队第一位女警官的培训生就像一颗定时炸弹，她给特警队惹了千奇百怪、层出不穷的麻烦，但每次都歪打正着，和队友一起出色完成各类高难度任务……,105分钟,2017-12-08(中国大陆)/2016-12-19(列万首映)/2017-02-01(法国)," 法国 / 比利时"," 法语 / 英语 / 俄语 / 乌克兰语",3391.0,5.7,3.9%,13.4%,51.1%,25.0%,6.5%,1055,12.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2505519671.jpg
基努猫 Keanu,2016.0,彼得·阿特西奥,乔丹·皮尔/亚历克斯·鲁宾斯,科甘-迈克尔·凯/乔丹·皮尔/基努·里维斯/马索·曼恩/威尔·福特/达里尔·布里特-吉布森/尼娅·朗/罗布·许贝尔/杰森·米切尔/路易斯·古兹曼/蒂凡尼·哈迪斯/麦迪逊·沃尔夫/山姆·麦地那/斯嘉丽特·米尔罗尼,喜剧,故事讲述鲍伯刚和恋情长跑的女友分手，心碎不已时巧遇一只可爱到不行的流浪猫，而鲍伯好友克拉伦斯更被小猫萌翻，两人给小猫取名‘Keanu’，而‘百炼钢化为绕指柔’大男人从此化身猫奴，每天陪猫、爱猫，与猫为伍。某天鲍伯的家被流氓集团闯空门，更惨的是他们的爱猫‘Keanu’竟然被绑架！为了营救爱猫，两人决定混入贩卖毒品的圈子，为方便接近流氓集团......,98分钟,2016-04-29(美国)," 美国"," 英语",4518.0,5.6,4.3%,12.5%,48.5%,27.9%,6.8%,1226,10.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357023188.jpg
白日末路 Daylight's End,2015.0,威廉·考夫曼,查德·洛,强尼·斯特朗/兰斯·亨利克森/路易·曼迪勒/哈基姆·凯-卡西姆/希瑟·卡夫卡/安迪·麦肯济/加里凯恩斯,动作/科幻/恐怖,神秘瘟疫摧毁了地球并把大部分的人类变成了吃不饱的嗜血动物，多年之后，一个离群索居的漂流者在猎杀变异人的途中在一个废弃的警察局里与一群幸存者偶遇，然后不情愿地同意尽力保护他们帮助他们逃往庇护所。,105分钟(美国),2016-04-16(美国)," 美国"," 英语",1940.0,5.6,4.4%,12.2%,48.6%,27.6%,7.3%,536,9.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2369704758.jpg
绝对控制 I.T.,2016.0,约翰·摩尔,丹尼尔·凯/小威廉·威谢尔,皮尔斯·布鲁斯南/詹姆斯·弗兰切威勒/安娜·弗莱尔/斯戴芬妮·斯考特/迈克尔·恩奎斯特/克莱尔-霍普·阿什蒂/杰森·贝瑞/亚当·弗格斯/布鲁斯·约翰逊,剧情/科幻/悬疑/犯罪,Mike Regan（皮尔斯·布鲁斯南 饰）拥有他想要的一切：美满的家庭，一栋顶级的全智能别墅，而他的公司则将彻底改变航空业。直到他信赖的ITguy因为Regan一家的冷落而失去理智，开始跟踪他的女儿，监视他的生活….往日依赖的全智能家居和汽车系统如今成为最大的安全隐患。随着隐私的全面暴露，Regan一家陷入前所未有的恐慌，一场个人隐私和现代科技的博弈就此展开……,95分钟,2016-12-24(中国大陆)/2016-09(美国)," 美国 / 爱尔兰 / 法国"," 英语",3075.0,5.3,2.3%,9.4%,47.4%,30.9%,10.0%,1083,28.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2405285938.jpg
老九门番外之虎骨梅花,2016.0,邹曦,徐磊/张鸢盎,杨紫茳/张铭恩/刘波/王建伟/侯桐江/柴浩伟/节冰/刘勇/马浩/金钊,动作/悬疑/奇幻/冒险,按九门解家家规，解家人六十岁生辰那日便是金盆洗手之时。解家老仆庖丁叔六十大寿当天死于非命且死状惨烈。解九爷与受佛爷所托、前来解家贺寿的张副官一同开始追查命案线索，却发现这宗谋杀案的源头要追溯到几年之前。,89分钟,2016-11-10(中国大陆)," 中国大陆"," 汉语普通话",1643.0,5.2,3.7%,8.0%,47.5%,27.9%,13.0%,358,19.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2398395396.jpg
善良的女秘书的目的 착한 여비서의 목적,2016.0,金孝宰,金度希/贞媛,金度希/贞媛,剧情/爱情/情色,原来的秘书休假临时请来了一名新的秘书，新来的秘书有着性感的外表，性格很温柔，员工们都特别喜欢她，有一天加班的晚又下起了雨，大家凑到一起喝啤酒。一天，头头送她回家然后接下来发生了啥就不知道了。上映日期：2016年5月20日（韩国）。,92分钟,2016-05-20(韩国)," 韩国"," 韩语",1287.0,4.6,8.7%,6.1%,23.6%,30.7%,30.9%,285,5.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2356624653.jpg
凶手还未睡 兇手還未睡,2016.0,邱礼涛,李敏/阿图说力,文咏珊/许志安/林家栋/刘浩龙/蔡洁/余安安/陈意岚/陈伟雄,剧情/悬疑/惊悚,富家女曾斯敏被神秘人袭击及被囚。被放后，未婚夫李伟臣收到曾斯敏的裸照，欲杀曾斯敏，方慕哲出现救了曾斯敏。方慕哲亡妻雯雯被李伟臣强暴后自杀，方慕哲誓要杀了李伟臣。最终凶手被逮捕，为所有的受害人讨回公道。,94分钟,2016-03-22(中国香港电影节)/2016-10-21(中国大陆)/2016-10-27(中国香港)," 中国香港"," 粤语",2892.0,3.9,0.7%,3.2%,19.3%,44.3%,32.6%,845,27.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2388873185.jpg
半熟少女,2016.0,阿牛/赵宇/陈立谦,李舒程,黄灿灿/敖犬/南笙/王子豪/王子杰/黄诗棋/江倩龄/可晴/弯弯,剧情/爱情,半熟，是对青春期最合理的定义，它是梦开始的地方，没有深思熟虑，只有最单纯的坚定，然而，在这个充满意外的年纪，未来似乎变得很具体，又有着无限的可能性。这个故事里有女汉子与呆萌校草的啼笑初恋，有四朵姐妹花的袍泽之谊，也有学霸乖乖女与双胞胎才子的意乱情迷，他们躁动的热情在循规蹈矩的理智中突围，写成一首欢笑与痛，梦想与爱的青春禁曲。,98分钟,2016-03-25(中国大陆)/2016-02-18(马来西亚)," 中国大陆"," 汉语普通话",2839.0,3.3,3.9%,2.7%,9.0%,23.4%,61.0%,1024,15.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2326378603.jpg
亚人2：冲突 亜人 第2部 衝突,2016.0,濑下宽之/安藤裕章,濑古浩司/樱井画门,宫野真守/细谷佳正/樱井孝宏/大塚芳忠/小松未可子/平川大辅/洲崎绫/木下浩之/福山润/小山力也/久保田民绘/野川雅史/藤卷大悟/吉野裕行/铃村健一/宫崎敦古/矢野正明/中村章吾/森川智之/齐藤壮马/坂本真绫/梶裕贵,剧情/动画/悬疑/惊悚,某天，普通高中生永井圭（宫野真守 配音）在放学路上被卡车撞倒，短暂的死亡过后，他悠然回到人间。作为日本第三位亚人，永井被警察、亚人管理委员会乃至赏金猎人等多方势力盯上。与此同时，被亚人管理委员会称为“帽子”的佐藤（大冢芳忠 配音）将受控的亚人田中功次（平川大辅 配音）。他向全国范围内发出信息，最终集结了7名亚人。佐藤试图策划大规模的虐杀恐怖行动，向日本政府发起冲击。在7名亚人中，中野攻心中的疑惑与日俱增。亚人VS亚人、亚人VS普通人，可怕的相互残杀即将发生……,106分钟,2016-05-06(日本)," 日本"," 日语",2869.0,8.4,38.0%,46.6%,13.2%,1.5%,0.8%,317,4.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2327065799.jpg
一个近乎完美的村庄 Un paese quasi perfetto,2016.0,马西莫·高迪奥索,马西莫·高迪奥索,法比奥·沃罗/西尔维奥·奥兰多/南多·鲍勒/卡洛·布奇罗索/米丽娅姆·莱昂内/吉雅·马提雷/马丽娅·派雅托/弗朗西斯科·德·维托,喜剧,Pietramezzana，在路坎白云岩的一个偏僻的村庄，很可能会消失。它的居民，由火山多米尼加国领导不放弃，相信一个工厂的开幕可能是解决他们所有的麻烦，他们希望确保该项目是成功的…,92分钟,2016-03-24(意大利)," 意大利"," 意大利语",1299.0,7.9,21.5%,52.5%,24.3%,1.3%,0.4%,407,6.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2369090085.jpg
卡普尔家的儿子们 Kapoor and Sons,2016.0,沙昆·巴特拉,沙昆·巴特拉/阿沙·德维特,施坦·马洛萨/阿莉雅·布哈特/法瓦德·可汗/里希·卡普尔/拉贾特·卡普尔/拉特纳·帕塔克/苏坎·戈尔/桑杰·达特,剧情/喜剧/爱情,卡普尔家族的爷爷一直希望能有一张全家福，这个愿望看似简单，却难以实现，在卡普尔爷爷即将迎来的90岁大寿，两个从国外归来的孙子拉胡尔和阿琼希望趁此机会圆了爷爷的愿望，一个年轻美丽的女孩蒂娅不经意的闯入了两兄弟的感情世界，三个人的关系犹如平静的湖水突然间惊起阵阵涟漪，家族中人与人之间的背叛，出卖，还有不能说的秘密，让卡普尔大家族面临分崩离析的巨大危机.......,132分钟,2016-03-18(美国/印度)," 印度"," 印地语",2832.0,7.8,23.1%,49.0%,24.5%,2.9%,0.6%,910,33.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2325944476.jpg
避风港湾 Fair Haven,2016.0,克斯汀·卡尔胡珀,杰克·布莱亚特/克斯汀·卡尔胡珀,汤姆·沃帕特/迈克尔·格兰特/格雷戈里·哈里森/詹妮弗·泰勒/乔什·格林/莉莉·安·哈里森/汤姆·马洛伊/丽萨·瓦加/丹尼斯·多拉多/迈克尔·卡迪尔/乔安娜·哈灵顿/戴尔·韦德·戴维斯/苏珊·阿瑟/玛德琳·伯尔/彼得·多伊尔,剧情/同性/家庭,故事讲述在美国东北部一个小镇的农场，一个怀抱音乐理想的男孩，在追求爱情与理想的道路上历经的艰辛。男主人公曾被迫接受性向矫正治疗，在另一个男孩爱情的感召下，他终于有勇气面对内心最深处的渴望。但是，他们的爱情面临着来自亲情的最大挑战，同性恋的儿子如何面对来自父亲的诘问？又如何面对追求他 的姑娘？这一场爱情与亲情，理想与现实之间的博弈最终迎来怎样的结局呢？……,90分钟,2016-04-23(华盛顿)/2016-08-10(圣地亚哥电影展)," 美国"," 英语",2132.0,7.7,23.9%,43.1%,28.6%,3.6%,0.7%,676,9.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2307224728.jpg
东柱 동주,2016.0,李濬益,申渊植,姜河那/朴正民/韩昌贤/成泓日/崔正憲/郑浚远/李嫔娜/尹正日/金仁宇/金正碧/朴泰山/崔嬉序/闵镇雄/崔钟律,剧情,影片讲述日本帝国主义占领时期，姓名、母语、梦想统统不被允许的黑暗年代，朝鲜爱国诗人尹东柱(姜河那饰)在同为独立运动家的好友宋梦奎(朴正民饰)的影响下，通过诗歌鼓舞青年一代的故事。,111分钟,2016-02-17(韩国)," 韩国"," 韩语",2024.0,7.7,21.4%,47.4%,26.5%,3.5%,1.2%,656,27.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2308197725.jpg
悍妻理论 Teorie tygra,2016.0,雷德克·巴杰加,雷德克·巴杰加/米尔卡·泽拉尼科娃,吉里·巴托斯卡/艾丽斯卡·巴尔泽罗瓦/塔蒂亚娜·维尔赫莫娃/吉里·哈夫尔卡/贾科布·科哈克/帕芙拉·贝雷托娃/伊娃·简祖罗娃/安娜·希特尼科娃/露西娅·希珀索娃/阿诺斯特·戈尔德弗拉姆/扬·诺沃特尼/克拉拉·梅丽斯科娃/奥德·帕夫尔卡/伊娃·萨尔兹马诺娃/加罗米尔·杜拉瓦/苏珊娜·斯拉维科娃/奥德·马利,剧情/喜剧/冒险,年迈的兽医扬先生试图为自己牢笼般的婚姻找寻一条合适的出路，而他岳父的死亡成为压死骆驼的最后一根稻草。他岳父曾和他一样同婚姻做斗争。他岳母现在成了一名寡妇，但仍然主宰着一切事务。扬先生的妻子奥尔加也坚信是她主宰着他们二人的幸福，因此扬先生越来越怕自己步岳父的后尘。他不断用越发奇怪的方式去释放自己，甚至选择去进行一场荒谬又不自在的冒险，最终他发现即使实现了理想中的自由，但一切并没有那么简单。,107分钟,2016-03-31(捷克)," 捷克"," 捷克语",1801.0,7.7,18.6%,49.9%,27.8%,3.0%,0.7%,565,19.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2377482312.jpg
