'title', 'year', 'director', 'screenwriter', 'actors','type','summary', 'runtime', 'pubtime', 'country', 'language', 'scoreNum', 'score', 'star5', 'star4', 'star3', 'star2', 'star1', 'smallCommentNum', 'longCommentNum', 'posterurl'
逃避自由 Escaping Freedom,2020,Edd Blott,Edd Blott/Patrick D. Green,Patrick D. Green/Kelly Godell/Jonathan Daniel Miles,剧情/爱情,"久未谋面的抓马姐姐突然造访，使牧师弟弟开始正视自己的同志身份，并向一直暗恋的同事袒露心迹。
                        ",139分钟,2020-05-05(美国), 美国, 英语,,,,,,,,2,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2613816234.jpg
猫猫日本史：龙马的一塌糊涂时间旅行 映画 ねこねこ日本史 ～龍馬のはちゃめちゃタイムトラベルぜよ！～,2020,河村友宏,清水匡,小林优/山寺宏一/山下大辉/佐藤二朗,动画/冒险,"猫猫史上最大的冒险？！
                                    ",,2020-02-22(日本), 日本, 日语,,,,,,,,0,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2580244643.jpg
卡吉丽昂 Kajillionaire,2020,米兰达·裘丽,米兰达·裘丽,埃文·蕾切尔·伍德/吉娜·罗德里格兹/德博拉·温格/理查德·詹金斯/达明·乔伊·伦道夫/戴安娜·玛丽亚·里瓦/马克·伊瓦涅/亚当·巴特利/斯蒂夫·朴/尼基·卡斯蒂略/戴维·尤里/埃琳娜·坎贝尔-马丁内斯/伊恩·卡塞尔伯里/贝琪·贝克/布兰顿·莫拉莱斯/本·康尼斯伯格/马修·福斯特/伊桑·乔什·李/安德鲁·霍克斯/Rachel Redleaf/Madeleine Coghlan/Challen Cates/Rebecca Lee Robertson/杰弗瑞·尼克拉斯·布朗/Michael Twaine,剧情/犯罪,"本片讲述Old Dolio（德妹扮演）的父母从事犯罪活动，当他们邀请一位外来人加入有史以来最大的一桩抢劫案后，她的生活发生天翻地覆的变化。
                        ",106分钟,2020-01-25(圣丹斯电影节)/2020-09-18(美国), 美国, 英语,,,,,,,,1,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2615642201.jpg
The Go-Go's,2020,艾莉森·埃尔伍德,Charlotte Caffey/贝琳达·卡莱尔/Gina Schock/Kathy Valentine/简·威德林,Charlotte Caffey/贝琳达·卡莱尔/Gina Schock/Kathy Valentine/简·威德林,,"记录上世纪70/80年代全女子朋克乐队The Go-Go's 的发展历程
                        ",,2020-01-24(圣丹斯电影节)/2020-08-01(美国), 美国 / 爱尔兰 / 加拿大,,,,,,,,,1,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2582357820.jpg
迷失1231,2019,徐晓陆,瘦亮亮,孙飞翔/郭蓉/管金麟/李卓扬/谭艺恒/申容泽/刘晓龙,剧情/悬疑/惊悚/恐怖,"故事发生在2019年12月31号跨年日，这一天对于大三“坏”学生杜扬羽（孙飞翔 饰）来说却是极其糟糕而又诡异的一天，他被困在了日复一日的“死循环”里。关于救赎与成长，杜扬羽决定做出改变…
                        ",90分钟,2020(中国大陆), 中国大陆, 汉语普通话,,,,,,,,6,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2569028621.jpg
宇宙中最明亮的屋顶 宇宙でいちばんあかるい屋根,2020,藤井道人,藤井道人,清原果耶/桃井薰/伊藤健太郎/水野美纪/山中崇/醍醐虎汰朗/坂井真纪/吉冈秀隆,剧情,"影片讲述抱有各种烦恼的14岁少女和一个奇怪老婆婆共同度过一个夏天的奇幻故事。
                        ",,2020-09-04(日本), 日本, 日语,,,,,,,,2,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2609209362.jpg
倒水湾(戏曲),2020,安炜,雷涛/孙筱/张雅琴,雷涛/孙筱/张雅琴,戏曲,"合水县倒水湾村失足青年闫卫平出狱后，面对妻子离异、孩子年幼、 老母身残的窘境，对人生失去信心时，市双联干部、驻村工作队队长张 惠霞将他家列为自己的帮扶对象。在张惠霞与村委会的全力支持和帮助下，闫卫平重树信心，担任了倒水湾羊场场长，不仅使自家脱离贫困，而且带领全村群众脱贫致富的感人故事。该剧通过闫卫平从一个失足青年变为优秀农民企业家的人生经历，既生动展现了精准脱贫行动为农村发展带来的新变化。
                        ",109分钟,2020-08-28(中国大陆), 中国大陆, 汉语普通话,,,,,,,,1,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2615514210.jpg
诡巫 Вдова,2020,Ivan Minin,Svyatoslav Podgaevskiy/纳塔莉亚·杜波瓦亚/Ivan Minin,Victoria Potemina/Oleg Chugunov/Konstantin Nesterenko/Ilya Agapov/Margarita Bychkova/Anastasia Gribova,悬疑/惊悚/恐怖,"During the exercise, the search and rescue squad receives a message about the child lost in the forest. While conducting a search operation, rescuers encounter an ominous entity: according to tradition, this is the restless spirit of a witch who died here long ago, which locals call Lame Widow. They believe that meeting Widow brings death.
                        ",80分钟,2020-07-23(俄罗斯), 俄罗斯, 俄语,,,,,,,,1,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2557956929.jpg
Hannibal Buress: Miami Nights,2020,Kristian Mercado,汉尼拔·布勒斯,汉尼拔·布勒斯,喜剧,"
                            ",,2020-07-03(美国), 美国, 英语,,,,,,,,1,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614940735.jpg
征途 Warpath,2020,Josh Becker,Josh Becker,索姆-马修斯/Andrew Dawe-Collins/Tyler Harding/Sasha Higgins/Matt Fling/Joey Catalano/Aaron Matthew Atkisson/William S. McIntire/Michael Haase/Sylwia Adamusik/Brian Kasgorgis/Susan Reno/Tessa Hawkes/Didrik Davis/Shawn Jones,西部,"Alice travels west along with a ruthless bounty hunter in search of her lost husband.
                        ",,2020-06-23(美国), 美国, 英语,,,,,,,,0,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2610565184.jpg
丽贝卡 レベッカ,2020,寺本幸代,和多田美咲/谷育子/天野由梨/岛田敏/川澄绫子/折笠富美子/津田英三,和多田美咲/谷育子/天野由梨/岛田敏/川澄绫子/折笠富美子/津田英三,动画,"19世纪末的美国，主要州的乡村。7兄弟中的第二个孩子，丽贝卡是个开朗活泼的10岁女孩。父亲一死生活就穷困潦倒，不得已丽贝卡被寄养在了两个伯母米兰达和简的身边。虽然仰慕着温柔的简，但在严格且爱说话的米兰达面前，丽贝卡却无论如何都会将她浓缩。然后有一天，莱贝卡被米兰达责备擅自穿上了简给她做的粉色礼服外出，因为那时侮辱了已故的父亲而爆发了愤怒，气势汹汹地从家里跑了出去……。
                        ",,2020-05-24(日本), 日本, 日语,,,,,,,,0,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2602844630.jpg
两情一路,2020,马良,马良/袁秀芬,马良/袁秀芬,剧情,"在一列开往广州的高铁上，两个陌生男女因为座位相邻偶然攀谈起来，发现彼此都是“70后”同龄人。男人在广州一家工厂做业务经理，经常出差奔波，与家人异地生活。这次好不容易回家看看，刚呆了两天就接到工厂电话让他赶紧坐车回去。而女人此次出行则是为了散心。看出女人似乎有心事，男人询问起来，两人打开了话匣子，男人埋怨家中妻子不理解自己奔波在外的难处，女人不满丈夫与人处事尤其与异性的行为，列车在起伏的山脉中间行进，时而钻进山洞，时而跨过河面，在一望无际绿油油的田野中穿行，许久静了下来，通过这段两性的沟通，他们似乎明白了什么。
                        ",116分钟,2020-05-11(中国大陆), 中国大陆, 汉语普通话,,,,,,,,2,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2604453388.jpg
死亡之林 (2020) Dead Woods (2020),2020,Brayden Chastain,Brayden Chastain,Austen Boyd/Matthew Davis/Drake Jacobs/Andrew Thomas/Christian Townsend,恐怖,"一群大学生前往一个废弃的露营地拍摄纪录片，作为他们的最终作品。 但是，他们陷入了比他们想象中更糟糕的事情中。
                        ",92分钟,2020-04-27(美国), 美国, 英语,,,,,,,,1,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2615225410.jpg
绿热病 Green Rush,2020,Gerard Roxburgh,Danny Acosta/Rick Lee/Gerard Roxburgh/保罗·特尔弗,Mike Foy/保罗·特尔弗/Kriss Dozal/米沙·克莱斯比/Alexius Zellner/Michael Roddy/Andre Fili/John Mawson/Declan Michael Laird,惊悚,"A medical marijuana grower and his pregnant girlfriend fight for their lives when dangerous criminals enter their property to rob them.
                        ",88分钟,2020-04-14(美国), 美国, 英语,,,,,,,,1,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2616102487.jpg
UFC Fight Night 170,2020,,,Enrique Barzola/Gilbert Burns,,"UFC格斗之夜170：凯文-里vs.查尔斯-奥利维拉将于北京时间3月15日在巴西首都巴西利亚举行。本次赛事一共包括了5场主赛和7场副赛。
                        ",300分钟,2020-03-14(美国), 美国, 英语,,,,,,,,2,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614140564.jpg
Modelář,2020,佩特·泽伦卡,佩特·泽伦卡,克里斯托弗·哈德克/Veronika Kubarová,,,,2020-01-10(捷克), 捷克, 捷克语,,,,,,,,1,0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
妈妈和七天的时间,2020,李冬梅,,,剧情,"一个12岁的孩子讲述20世纪90年代在中国乡村一个星期的生活。
                                    ",,2020-09(威尼斯电影节), 中国大陆, 汉语普通话,,,,,,,,1,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2616334448.jpg
Ми є... Ми поруч,2020,Roman Balayan,罗曼·巴拉扬,,剧情,,84分钟,, 乌克兰,,,,,,,,,0,0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
幽默 HASYAM,2020,JAYARAJ,,,,,75分钟,, 印度,,,,,,,,,0,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2613095887.jpg
透视画男孩与全景画女孩 ジオラマボーイ・パノラマガール,2020,濑田夏希,冈崎京子,山田杏奈/铃木仁/森田望智/成海璃子/大塚宁宁/齐藤阳一郎/黑田大辅,剧情/爱情,"フツーの処女ハルコが優等生なのに高校をドロップアウトした「プー」のケンイチにひと目惚れ。そのケンイチは不良女子高生にひと目惚れ。その間、売春斡旋小学生や生き霊ばあちゃんに憑依されるなどのエピソードが盛り込まれる。思春期ならではのモヤモヤや、鬱屈とした気持ちを抱えたハルコとケンイチ。二人が出逢い、すれ違い、そして・・・純愛だけどエッチで、切ないけどどこかおかしい、普通だけどヘンテコで、甘酸っぱくてまどろっこしい、ザ・ラブ・ストーリー。
                        ",105分钟,2020(日本), 日本, 日语,,,,,,,,4,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614677554.jpg
The Bone Box,2020,Luke Genton,Luke Genton,艾伦·施瓦茨/杨雅慧/大卫·乔卡奇/玛利亚·奥尔森/Jamie Bernadette/Art Roberts/Gareth Koorzen/Tess Bellomo/Maximus Birchmore/Cynthia Bravo/Arielle Elonys/Hannah Bear/Katie Scardino/Pim de Boer,剧情/惊悚/恐怖,"A grave robber comes to believe he's being haunted by those he stole from.
                        ",,, 美国, 英语,,,,,,,,0,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2595177319.jpg
食运 フード・ラック！食運,2020,寺門 ジモン,本山久美子,片冈直人/土屋太凤/凉/石黑贤/松尾谕/寺胁康文/白竜/東ちづる/矢柴俊博/笕美和子/大泉洋/大和田伸也/龙雷太,剧情,"
                            ",105分钟,2020-11-20(日本), 日本, 日语,,,,,,,,8,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2616208785.jpg
我们的父亲 Padre Nostro,2020,克劳迪奥·诺切,克劳迪奥·诺切/Enrico Audenino,皮耶尔弗兰切斯科·法维诺/芭芭拉·朗奇/马尔科·潘克拉齐/弗朗西斯科·科勒拉/安东尼奥·杰拉尔迪/埃莉奥诺拉·德卢卡/Francesco Gheghi/Mario Pupella/Mattia Garaci/Simone Chiacchiararelli/Anna Maria De Luca/Lea Favino,剧情,"Two children during the summer discover two opposite dimensions: violence acted by adults but also the strength of friendship. Inspired by a real story.
                        ",120分钟,2020-09-24(威尼斯电影节), 意大利, 意大利语,,,,,,,,2,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2615859417.jpg
约会大作战 DATE A BULLET デート・ア・バレット 前編「デッド・オア・バレット」,2020,中川淳,东出祐一郎/橘公司,真田麻美/大西沙织/本渡枫/伊濑茉莉也/日高里菜/濑户麻沙美/藤原夏海,动画,"「……我没有名字。一片空无。你叫什么名字？」「我的名字是时崎狂三。」
                                    ",25分钟,2020-08-14(日本), 日本, 日语,,,,,,,,3,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2569797472.jpg
神奇校巴再度启程：太空旅程 The Magic School Bus Rides Again: Kids in Space,2020,Richard Weston,Mikaela Blake/凯特·麦克金农,Mikaela Blake/凯特·麦克金农,动画/家庭,,45分钟,2020-08-07(美国), 美国, 英语,,,,,,,,0,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2616493185.jpg
劳罗娜勋章 El Medallon De La LLorona,2020,Rafa Sanchez,Angie Chavez,Miguel Morin,恐怖,,82分钟,2020-08-01(美国), 美国, 英语,,,,,,,,1,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2615466879.jpg
第23届上海国际电影节传媒关注单元闭幕仪式,2020,江南,蓝羽/谢映玲/郭晓东/陶红/唐夏娃/成泰燊/刘亚津/涂们/顾晓刚/颜丙燕/邓恩熙/丁晟/张宥浩/陈松伶/王智/李菲儿/陶虹/张子枫/赵薇/仁青顿珠/文牧野/万玛才旦/唐季礼/徐帆/胡玫/张馨/王一岩/张碧晨,蓝羽/谢映玲/郭晓东/陶红/唐夏娃/成泰燊/刘亚津/涂们/顾晓刚/颜丙燕/邓恩熙/丁晟/张宥浩/陈松伶/王智/李菲儿/陶虹/张子枫/赵薇/仁青顿珠/文牧野/万玛才旦/唐季礼/徐帆/胡玫/张馨/王一岩/张碧晨,真人秀/脱口秀,"第23届上海国际电影节传媒关注单元闭幕仪式于7月31日举行。
                        ",90分钟,2020-07-31(中国大陆), 中国大陆, 汉语普通话,,,,,,,,0,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2616140826.jpg
这一刻,2020,卢精用,蒲蔚林/吴美琪/刘天邦/玛丽娜,蒲蔚林/吴美琪/刘天邦/玛丽娜,剧情/家庭,"电影根据真实故事改编，是一部用社会时间刻度探索个体生命价值的艺术作品。当一个生命进入了倒计时，另一个生命即将诞生，生死之交这一刻，血脉里流淌着幸福……
                        ",62分钟,2020-07-26(中国大陆), 中国大陆, 汉语普通话,,,,,,,,0,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2615589076.jpg
UFC on ESPN 14: Whittaker vs.Till,2020,,,Robert Whittaker/Darren Till/Antonio Rogerio Nogueira,运动,"UFC on ESPN 14：维泰克尔vs.提尔将于北京时间7月26日在阿布扎比亚斯岛举行。本次赛事一共包括了7场主赛和8场副赛共15场比赛。
                        ",180分钟,2020-07-25(美国), 美国, 英语,,,,,,,,1,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2615590545.jpg
猎局,2020,浦思佳/蔣坤哲,周思竹/楊翊靈,周思竹/楊翊靈,,"陳藝嵐突然接到邀請，前去一個無人小島，卻發現島上的人竟然都是曾經的同事與此同時，小島通訊斷絕，船隻離開，所有人被困島上。伴隨著大家的猜疑，危機也隨之來臨......
                        ",,2020-07-21(中国大陆), 中国大陆, 汉语普通话,,,,,,,,2,0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
